T22_mock vs T22_WNV	T22_mock vs T26_mock	T22_mock vs T26_WNV	T22_mock vs T30_mock	T22_mock vs T30_WNV	T22_WNV vs T26_mock	T22_WNV vs T26_WNV	T22_WNV vs T30_mock	T22_WNV vs T30_WNV	T26_mock vs T26_WNV	T26_mock vs T30_mock	T26_mock vs T30_WNV	T26_WNV vs T30_mock	T26_WNV vs T30_WNV	T30_mock vs T30_WNV
gene10197	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10199	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene102	0.7344898	0.4538255	0.3959969	0.9568632	0.8899805	0.168396	0.1320013	0.6940258	0.5664733	1	0.4560642	0.5029682	0.3042218	0.576754	1
gene1020	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10200	NA	0.1717608	0.8861162	0.7956138	0.6597854	0.3876121	0.9440264	0.9899646	NA	1	0.1640728	NA	0.9498329	0.901836	1
gene10201	NA	0.9445117	0.8166553	0.6743874	NA	0.9825175	NA	NA	NA	1	0.8209475	NA	NA	NA	1
gene10202	NA	0.6104546	0.9425266	0.9413813	0.4764844	0.0950448	0.4308788	0.3303623	NA	1	0.6234949	NA	0.9969416	0.6728726	1
gene10203	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9670502	NA	NA	NA	1
gene10204	NA	0.6659945	NA	NA	NA	0.9938907	NA	NA	NA	1	0.9519916	NA	NA	NA	1
gene10205	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10206	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10207	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10211	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10213	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10215	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10216	NA	0.9202942	0.6283588	0.3476842	0.3766987	0.6926118	0.9306567	0.9943422	NA	1	0.5779274	NA	0.9073407	0.9331813	1
gene10217	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10218	0.5135303	0.733263	0.8389947	0.1843479	0.2926371	0.9297824	0.8364951	0.9045309	0.8852017	1	0.6887164	0.7039223	0.4392138	0.6464442	1
gene10219	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10220	NA	0.5532905	0.9451143	0.2485008	0.8462366	0.5525145	0.97808	NA	NA	1	0.9476896	NA	0.159241	0.7848574	1
gene10221	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10222	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10223	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10225	NA	0.6250739	0.9705934	0.963308	NA	0.8417016	0.9306567	NA	NA	1	0.4229849	NA	0.9264876	NA	1
gene10226	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10227	0.6148748	0.7275346	0.5876059	0.7850432	0.5989245	0.266103	0.988099	0.915429	0.9889094	1	0.2959079	0.0909287	0.8100648	0.9891508	1
gene10228	NA	0.4011323	0.8689995	0.5993617	0.9216389	0.4249807	0.8994241	0.6840765	NA	1	0.7887552	NA	0.8131876	0.9647616	1
gene10229	NA	0.2777879	0.7734678	0.8998642	0.7768557	0.6356409	0.9971773	0.9231799	NA	1	0.2423525	NA	0.8443664	0.9894927	1
gene1023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10230	NA	0.4586482	0.9830932	0.663398	NA	0.7098434	NA	NA	NA	1	0.82636	NA	NA	NA	1
gene10231	NA	0.989596	0.8511275	0.9977503	NA	1	NA	NA	NA	1	0.9972684	NA	NA	NA	1
gene10232	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10235	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10237	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10238	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10239	NA	0.8526659	0.9124976	0.8559848	0.6597854	0.4723525	0.5644337	0.9002154	NA	1	0.5779274	NA	0.6140311	0.5584656	1
gene1024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10240	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10241	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10242	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10243	NA	0.9358922	0.8789528	0.774462	0.9295914	0.8786277	0.8304425	0.7126049	NA	1	0.9031556	NA	0.947664	0.7892091	1
gene10244	NA	0.9440104	0.9171178	0.9798985	NA	0.7249826	NA	NA	NA	1	0.9175931	NA	NA	NA	1
gene10245	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10246	NA	0.9251443	NA	NA	NA	0.9046075	NA	NA	NA	1	0.5161867	NA	NA	NA	1
gene10247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10248	NA	0.7010286	0.7217139	0.2951358	0.8081992	0.9314753	0.9306567	0.7321985	NA	1	0.8369651	NA	0.7723107	0.9395148	1
gene10249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1025	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10250	0.6384733	0.4092578	0.9038728	0.7859286	0.8370341	0.876362	0.8509429	0.3006034	0.3843781	1	0.0598573	0.0625489	0.5394535	0.6982526	1
gene10251	NA	0.5532905	0.7896656	0.9304307	0.5465885	0.7592065	0.6839546	0.9913999	NA	1	0.5953561	NA	0.549155	0.2812787	1
gene10252	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10253	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10254	NA	0.8411148	NA	NA	NA	0.8310684	NA	NA	NA	1	0.9735973	NA	NA	NA	1
gene10255	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10256	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10257	0.9862655	0.9882316	0.8164654	0.6743874	0.7801615	0.9918122	0.8304425	0.7885816	0.8113594	1	0.7071464	0.7658495	0.2773954	0.5358199	1
gene10258	NA	0.9513438	0.9671794	0.9549242	NA	0.8746693	0.9483209	NA	NA	1	0.9999342	NA	0.8978864	0.9891508	1
gene10259	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1026	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10260	0.8422499	0.4092578	0.0055011	0.715606	0.6935444	0.7249826	0.0461626	0.9808789	0.9261877	1	0.7071464	0.7039223	0.0144126	0.0789848	1
gene10261	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10262	NA	0.9581716	NA	NA	NA	0.9908182	NA	NA	NA	1	0.903789	NA	NA	NA	1
gene10263	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10266	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10267	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10268	NA	0.7010286	0.8117022	0.9568632	0.960882	0.6214452	0.746936	0.9045309	NA	1	0.7229097	NA	0.8131876	0.8919145	1
gene10269	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1027	NA	0.9882316	0.9572884	0.8992709	NA	0.9877196	0.9909628	NA	NA	1	0.8878432	NA	0.7955754	0.9346961	1
gene10270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10271	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9250408	NA	NA	NA	1
gene10272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10274	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10275	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10276	NA	0.5801177	0.5103095	0.7335758	0.779513	0.8196258	0.3103211	0.5282776	NA	0.9639675	0.1383623	NA	0.7771359	0.8286113	1
gene10277	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10279	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1028	NA	0.9332811	0.2548178	0.9481722	0.9813558	0.9849195	0.4540848	0.9808789	NA	1	0.9870341	NA	0.1727513	0.2306473	1
gene10280	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10281	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10282	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10283	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10284	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10285	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9727789	NA	NA	NA	1
gene10286	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10287	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10288	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10289	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9311592	NA	NA	NA	1
gene1029	NA	0.9630067	0.6057569	0.8696577	0.2725671	0.890821	0.9035423	NA	NA	1	0.9250408	NA	0.7143689	0.8545022	1
gene10290	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10291	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10294	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10296	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10297	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10298	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene103	0.6546625	0.8528879	0.5103095	0.0231968	0.1758174	0.4723525	0.1532294	0.0017843	0.0497865	1	0.1249982	0.3343297	0.452386	0.8545022	1
gene1030	NA	0.8326346	0.819349	0.8345989	0.6587727	0.9873867	0.9879121	0.9981495	NA	1	0.9870341	NA	0.9694444	0.4509072	1
gene10300	NA	0.4092578	0.2483356	0.8310011	0.9673425	0.3166767	0.174393	NA	NA	1	0.5615569	NA	0.2908854	0.2783549	1
gene10301	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10302	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10303	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10304	NA	0.9759428	0.2622398	0.8813148	0.4598435	0.645473	0.7017727	0.8328269	NA	1	0.8419295	NA	0.2586701	0.7250946	1
gene10305	0.0577218	0.6457304	0.2762654	0.0119485	0.0004416	0.5033608	0.8509429	0.9883559	0.6392185	1	0.2739369	0.0275358	0.6716554	0.3726329	1
gene10306	NA	0.6196529	0.2668515	0.5500827	NA	0.9482178	0.8933018	NA	NA	1	0.9870341	NA	0.6070777	0.851126	1
gene10307	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10308	NA	0.8710195	0.8962828	0.9293173	NA	0.7726745	0.9975828	NA	NA	1	0.7296384	NA	0.96705	NA	1
gene10309	NA	0.8365976	0.2520093	0.649951	NA	0.9359518	NA	NA	NA	1	0.9311592	NA	NA	NA	1
gene1031	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10310	NA	0.6434371	0.9373536	0.9482195	NA	0.8393774	0.9816828	NA	NA	1	0.6718141	NA	0.9835694	NA	1
gene10311	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10312	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10314	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10316	0.8480237	0.6327532	0.9259418	0.6121961	0.8957729	0.4146516	0.7929291	0.3895652	0.6826986	1	0.9749267	0.7039223	0.7141962	0.9893534	1
gene10317	NA	0.5123608	0.8320243	0.892202	0.9182352	0.876362	0.5568923	NA	NA	1	0.6269299	NA	0.5640643	0.9523602	1
gene10318	NA	0.338299	NA	0.6700478	NA	0.2409493	NA	NA	NA	1	0.6013332	NA	NA	NA	1
gene10319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1032	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10320	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10321	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10322	NA	0.9746458	0.9637164	0.5405549	0.6357356	0.960874	0.9971773	0.5421799	NA	1	0.6155809	NA	0.4317716	0.636049	1
gene10323	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10325	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10326	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10329	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1033	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10330	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10331	NA	0.9315839	0.767968	0.9589427	0.8776443	0.9707426	0.9419714	0.9406159	NA	1	0.9722023	NA	0.7380841	0.9250205	1
gene10332	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10333	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9555721	NA	NA	NA	1
gene10334	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10335	NA	0.9537437	NA	0.7679582	NA	0.7525878	NA	NA	NA	1	0.6768175	NA	NA	NA	1
gene10336	NA	0.4436347	0.8640518	0.9382614	0.8164803	0.7695869	0.9853197	0.936926	NA	1	0.4647106	NA	0.9173618	0.9893534	1
gene10337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10339	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5019466	NA	NA	NA	1
gene1034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10340	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9722023	NA	NA	NA	1
gene10341	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9972684	NA	NA	NA	1
gene10342	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10343	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.8052491	NA	NA	NA	1
gene10344	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10345	NA	0.8963172	0.7869483	0.061451	0.779513	0.2640447	0.1595738	0.8402031	NA	1	0.0172428	NA	0.0056887	0.4985972	1
gene10346	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10347	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10351	NA	0.5287687	0.5294515	0.8867311	NA	0.7959022	0.80224	NA	NA	1	0.6541386	NA	0.5981612	NA	1
gene10352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10354	NA	0.9465488	0.9572884	0.8427809	NA	0.8376622	NA	NA	NA	1	0.9252021	NA	NA	NA	1
gene10355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10357	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1036	NA	0.8559976	0.4165599	0.8656351	0.8345226	0.6356409	0.1754689	0.5759184	NA	1	0.9986826	NA	0.482799	0.6482824	1
gene10360	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10361	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10362	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10363	NA	0.9759428	NA	0.9581777	NA	0.9606994	NA	NA	NA	1	0.9956593	NA	NA	NA	1
gene10364	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.7071464	NA	NA	NA	1
gene10365	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10367	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10368	0.9535829	0.9723765	0.9038728	0.8696577	0.9783091	0.9314753	0.8533959	0.9808789	0.8852017	1	0.8213279	0.9896781	0.6272141	0.9502298	1
gene10369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10372	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10374	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10377	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10380	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10381	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10382	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9777977	NA	NA	NA	1
gene10383	NA	0.9759428	0.7262313	0.8966076	0.729621	0.9884493	0.6900273	0.9787639	NA	1	0.9290415	NA	0.40015	0.3886833	1
gene10384	NA	0.9534614	0.927584	0.9569954	0.9566883	0.9825175	0.9498929	0.9899646	NA	1	0.9975696	NA	0.962026	0.8905522	1
gene10385	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10386	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10387	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10389	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene1039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10390	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10391	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10393	NA	0.9665139	0.9556122	0.8627822	0.8244091	0.7100876	0.8304425	0.4422616	NA	1	0.9132421	NA	0.7141962	0.780188	1
gene10394	NA	0.3404299	NA	NA	NA	0.6213337	NA	NA	NA	1	0.151037	NA	NA	NA	1
gene10395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10396	0.917597	0.8812927	0.9665279	0.9064877	0.8521762	0.9836624	0.9547021	0.9981495	0.9419973	1	0.9762202	0.9896781	0.9404322	0.9250205	1
gene10397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10399	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene104	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9567668	NA	NA	NA	1
gene1040	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10400	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10401	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10402	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10403	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10404	NA	0.3659498	0.4472338	0.8466298	NA	0.6509175	NA	NA	NA	1	0.4912537	NA	NA	NA	1
gene10405	0.9862655	0.9079384	0.8882345	0.0122146	0.3592229	0.9087778	0.8980239	0.0436116	0.4686688	1	0.0032427	0.1027128	0.0032706	0.2730353	1
gene10406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10407	NA	0.6730671	0.8699548	0.2407107	NA	0.9884493	NA	NA	NA	1	0.8354419	NA	NA	NA	1
gene10408	NA	1	0.73431	0.9293173	0.9779538	0.9087283	0.906657	0.7966115	NA	1	0.9311592	NA	0.4586061	0.6728726	1
gene10409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1041	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10413	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10414	NA	0.4447045	0.6237497	0.649951	0.7876893	0.8861423	0.9770558	0.9918279	NA	1	0.8189391	NA	0.9351513	0.9105858	1
gene10415	NA	0.733263	0.7734678	0.9482195	NA	0.9320663	0.9483209	NA	NA	1	0.7724886	NA	0.7776192	NA	1
gene10416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene10418	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1
gene10419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene1042	NA	0.9132805	0.819349	0.9556709	NA	0.9825175	0.6618402	NA	NA	1	0.8341626	NA	0.8294294	0.8919145	1
